type_hotel,location,rating,reviewer,distance,type_bed,area,price
hotel, Cau Giay,8.1,40,6.042268041237113, 1 đôi cực lớn,30,770
hotel, Cau Giay,8.1,40,6.042268041237113, 1 đôi lớn,22,770
hotel, Quận Hoàn Kiếm,8.5,103,2.841800643086817, 2 đơn,15,378
hotel, Quận Hoàn Kiếm,8.5,103,2.841800643086817, 1 đôi lớn,18,441
hotel, Quận Hoàn Kiếm,8.5,103,2.841800643086817, 2 đơn,22,504
hotel, Quận Hoàn Kiếm,8.5,103,2.841800643086817, 1 đôi lớn,22,567
hotel, Quận Thanh Xuân,8.3,25,6.0, 1 đôi lớn,18,570
hotel, Quận Thanh Xuân,8.3,25,6.0, 1 đôi lớn,20,700
hotel, Quận Hoàn Kiếm,9.7,307,1.9, 1 đôi cực lớn,22,579
hotel, Quận Hoàn Kiếm,9.7,307,1.9, 1 đôi cực lớn,22,614
hotel, Quận Hoàn Kiếm,9.7,307,1.9, 2 đơn,30,730
hotel, Quận Long Biên,9.7,134,3.7, 1 đôi lớn,20,550
hotel, Quận Long Biên,9.7,134,3.7, 1 đơn,35,715
hotel, Quận Long Biên,9.7,134,3.7, 1 đôi lớn,40,770
hotel, Quận Long Biên,9.7,134,3.7, 1 đơn,50,1210
hotel, Cau Giay,8.6,72,7.0, 1 đôi cực lớn,32,2069
hotel, Cau Giay,8.6,72,7.0, 2 đơn,42,2328
hotel, Cau Giay,8.6,72,7.0, 1 đôi cực lớn,42,2373
hotel, Cau Giay,8.6,72,7.0, 1 đôi cực lớn,48,2670
hotel, Cau Giay,8.6,72,7.0, 1 đôi cực lớn,48,3217
hotel, Cau Giay,8.6,72,7.0, 1 đôi lớn,72,2373
hotel, Quận Hoàn Kiếm,9.4,2,2.5, 1 đôi lớn,25,3000
hotel, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,32,825
hotel, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,41,869
hotel, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,43,1210
hotel, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,43,1375
hotel, Quận Hoàn Kiếm,8.2,37,2.841800643086817, 1 đôi cực lớn,25,1735
hotel, Quận Hoàn Kiếm,8.2,37,2.841800643086817, 2 đơn,25,1927
hotel, Quận Hoàn Kiếm,8.2,37,2.841800643086817, 2 đôi lớn,49,2224
hotel, Nam Tu Liem,8.0,39,7.6, 2 đơn,23,900
hotel, Nam Tu Liem,8.0,39,7.6, 1 đôi lớn,25,1012
hotel, Nam Tu Liem,8.0,39,7.6, 2 đơn,25,1050
hotel, Nam Tu Liem,8.0,39,7.6, 1 đôi lớn,28,1102
hotel, Nam Tu Liem,8.0,39,7.6, 2 đơn,28,1102
hotel, Cau Giay,7.9,50,6.042268041237113, 1 đơn,43,552
hotel, Cau Giay,7.9,50,6.042268041237113, 2 đơn,43,637
hotel, Quận Hoàn Kiếm,8.8,109,2.5, 1 đôi,25,475
hotel, Quận Hoàn Kiếm,8.8,109,2.5, 1 đôi,30,518
hotel, Quận Hoàn Kiếm,8.8,109,2.5, 2 đơn,40,864
hotel, Quận Hoàn Kiếm,8.8,109,2.5, 1 đôi,50,950
hotel, Quận Đống Đa,7.9,147,3.4, 1 đôi lớn,22,598
hotel, Quận Đống Đa,7.9,147,3.4, 1 đôi lớn,28,659
hotel, Quận Đống Đa,7.9,147,3.4, 1 đôi,25,676
hotel, Quận Hoàn Kiếm,8.7,296,4.6, 2 đơn,28,955
hotel, Quận Hoàn Kiếm,8.7,296,4.6, 1 đôi lớn,35,1096
hotel, Quận Hoàn Kiếm,8.7,296,4.6, 1 đôi lớn,40,1154
hotel, Quận Hoàn Kiếm,8.7,296,4.6, 2 đơn,40,1233
hotel, Quận Hoàn Kiếm,8.7,296,4.6, 2 đơn,25,1298
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 1 đôi cực lớn,23,1531
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 1 đôi cực lớn,25,2070
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 2 đơn,23,3420
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 1 đôi cực lớn,25,1864
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 1 đôi cực lớn,32,2520
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 2 đơn,32,3870
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 1 đôi cực lớn,50,2700
hotel, Quận Hoàn Kiếm,9.1,183,2.5, 2 đơn,50,4050
hotel, Cau Giay,8.1,24,6.2, 1 đôi lớn,20,835
hotel, Cau Giay,8.1,24,6.2, 1 đôi cực lớn,25,863
hotel, Cau Giay,8.1,24,6.2, 2 đơn,35,1099
hotel, Cau Giay,8.1,24,6.2, 1 đôi lớn,43,1256
hotel, Cau Giay,8.7,142,5.0, 1 đôi,20,1230
hotel, Cau Giay,8.7,142,5.0, 2 đơn,26,1296
hotel, Cau Giay,8.7,142,5.0, 1 đôi,28,1176
hotel, Cau Giay,8.7,142,5.0, 1 đôi lớn,34,1536
hotel, Cau Giay,8.7,142,5.0, 2 đơn,42,1392
hotel, Cau Giay,8.7,142,5.0, 1 đôi,25,1776
hotel, Quận Tây Hồ,9.8,89,5.0, 1 đôi lớn,35,545
hotel, Quận Tây Hồ,9.8,89,5.0, 1 đôi lớn,36,749
hotel, Quận Tây Hồ,9.8,89,5.0, 1 đôi lớn,38,824
hotel, Quận Tây Hồ,9.8,89,5.0, 1 đôi,50,899
hotel, Quận Tây Hồ,9.8,89,5.0, 1 đôi lớn,75,1199
hotel, Quận Tây Hồ,9.8,89,5.0, 1 đôi cực lớn,43,1619
hotel, Tu Liem District,9.0,195,6.629310344827586, 2 đơn,46,4173
hotel, Tu Liem District,9.0,195,6.629310344827586, 1 đôi cực lớn,56,4839
hotel, Tu Liem District,9.0,195,6.629310344827586, 1 đôi cực lớn,46,4955
hotel, Tu Liem District,9.0,195,6.629310344827586, 2 đơn,56,5621
hotel, Tu Liem District,9.0,195,6.629310344827586, 1 đôi cực lớn,92,6013
hotel, Quận Hoàn Kiếm,7.9,4,4.1, 1 đôi lớn,20,633
hotel, Quận Hoàn Kiếm,7.9,4,4.1, 1 đôi lớn,25,737
hotel, Quận Hoàn Kiếm,7.9,4,4.1, 1 đơn,30,765
hotel, Quận Thanh Xuân,7.3,28,5.0, 1 đôi,30,336
hotel, Quận Thanh Xuân,7.3,28,5.0, 2 đơn,30,348
hotel, Quận Thanh Xuân,7.3,28,5.0, 3 đơn,40,366
hotel, Quận Hoàn Kiếm,9.0,940,1.8, 1 đôi cực lớn,25,452
hotel, Quận Hoàn Kiếm,9.0,940,1.8, 2 đôi,25,799
hotel, Quận Hoàn Kiếm,9.0,940,1.8, 1 đôi cực lớn,25,999
hotel, Quận Hoàn Kiếm,9.0,940,1.8, 2 đôi,50,904
hotel, Quận Hoàn Kiếm,9.0,940,1.8, 1 đôi lớn,50,1130
hotel, Quận Hoàn Kiếm,9.1,333,2.8, 1 đôi lớn,30,1676
hotel, Quận Nam Từ Liêm,8.1,8,8.3, 1 đôi,28,426
hotel, Quận Nam Từ Liêm,8.1,8,8.3, 2 đôi lớn,32,522
hotel, Quận Nam Từ Liêm,8.1,8,8.3, 1 đơn,37,612
hotel, Cau Giay,8.2,20,6.3, 1 đôi lớn,20,652
hotel, Cau Giay,8.2,20,6.3, 1 đôi lớn,30,810
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 1 đôi cực lớn,36,1832
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 2 đơn,36,2857
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 1 đôi cực lớn,36,3869
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 1 đơn,36,3453
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 1 đôi cực lớn,48,2857
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 1 đôi cực lớn,36,3869
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 2 đơn,36,3453
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 1 đôi cực lớn,48,3286
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 2 đơn,75,4405
hotel, Quận Hai Bà Trưng,8.4,137,2.4, 2 đơn,30,3988
hotel, Quận Hoàn Kiếm,8.4,198,2.9, 1 đôi lớn,32,2423
hotel, Quận Hoàn Kiếm,8.4,198,2.9, 2 đơn,32,2726
hotel, Quận Hoàn Kiếm,8.4,198,2.9, 1 đôi lớn,35,4559
hotel, Quận Hoàn Kiếm,8.4,198,2.9, 1 đôi cực lớn,46,3809
hotel, Quận Ba Đình,9.1,130,2.3, 1 đôi lớn,21,1345
hotel, Quận Ba Đình,9.1,130,2.3, 2 đơn,28,1828
hotel, Quận Ba Đình,9.1,130,2.3, 1 đôi lớn,35,2133
hotel, Quận Ba Đình,9.1,130,2.3, 1 đôi cực lớn,50,2057
hotel, Quận Ba Đình,9.1,130,2.3, 2 đôi lớn,60,2361
hotel, Quận Ba Đình,9.1,130,2.3, 1 đôi cực lớn,28,2361
hotel, Quận Hoàn Kiếm,8.2,77,2.5, 1 đôi lớn,25,1447
hotel, Quận Hoàn Kiếm,8.2,77,2.5, 2 đơn,25,1600
hotel, Quận Hoàn Kiếm,8.2,77,2.5, 2 đơn,30,1600
hotel, Quận Hoàn Kiếm,8.2,77,2.5, 1 đôi cực lớn,72,1840
hotel, Quận Hoàn Kiếm,8.2,77,2.5, 1 đôi lớn,30,2400
hotel, Quận Hoàn Kiếm,8.2,77,2.5, 2 đơn,20,1840
hotel, Quận Hoàn Kiếm,8.4,86,1.8, 2 đơn,25,1701
hotel, Quận Hoàn Kiếm,8.4,86,1.8, 1 đôi cực lớn,25,2205
hotel, Quận Hoàn Kiếm,8.4,86,1.8, 2 đơn,25,2430
hotel, Quận Hoàn Kiếm,8.4,86,1.8, 1 đôi cực lớn,30,3150
hotel, Quận Hoàn Kiếm,8.4,86,1.8, 1 đôi cực lớn,40,1953
hotel, Quận Hoàn Kiếm,9.2,196,2.4, 1 đôi lớn,20,1133
hotel, Quận Hoàn Kiếm,9.2,196,2.4, 2 đơn,30,1416
hotel, Quận Hoàn Kiếm,9.2,196,2.4, 2 đơn,30,1274
hotel, Quận Hoàn Kiếm,9.2,196,2.4, 1 đôi lớn,50,1359
hotel, Quận Hoàn Kiếm,9.2,196,2.4, 2 đơn,45,1699
hotel, Quận Hoàn Kiếm,9.2,196,2.4, 1 đôi lớn,50,1223
hotel, Quận Ba Đình,9.0,90,4.1, 1 đôi lớn,43,650
hotel, Quận Ba Đình,9.0,90,4.1, 1 đôi cực lớn,43,2000
hotel, Quận Ba Đình,6.2,9,4.1, 1 đôi,20,370
hotel, Quận Ba Đình,6.2,9,4.1, 1 đôi lớn,30,300
hotel,Điền xá quang tiến sóc sơn,9.0,28,6.629310344827586, 1 đôi,20,750
hotel,Điền xá quang tiến sóc sơn,9.0,28,6.629310344827586, 1 đôi lớn,24,800
hotel,Điền xá quang tiến sóc sơn,9.0,28,6.629310344827586, 1 đơn,36,990
hotel, Quận Hoàn Kiếm,9.1,184,2.841800643086817, 1 đôi cực lớn,25,666
hotel, Quận Hoàn Kiếm,9.1,184,2.841800643086817, 1 đôi cực lớn,35,920
hotel, Quận Ba Đình,9.1,46,2.5, 2 đơn,30,615
hotel, Quận Ba Đình,9.1,46,2.5, 12 đôi cực lớn,35,1845
hotel, Quận Ba Đình,9.5,43,3.3749019607843134, 2 đơn,45,2072
hotel, Quận Ba Đình,9.5,43,3.3749019607843134, 1 đôi cực lớn,48,2632
hotel, Quận Ba Đình,9.5,43,3.3749019607843134, 1 sofa,50,2872
hotel, Quận Ba Đình,9.5,43,3.3749019607843134, 2 đơn,46,3432
hotel, Quận Ba Đình,9.5,43,3.3749019607843134, 1 đôi cực lớn,46,2352
hotel, Quận Ba Đình,9.5,43,3.3749019607843134, 2 đơn,78,2392
hotel, Quận Ba Đình,9.5,43,3.3749019607843134, 1 đôi lớn,90,2952
hotel, Quận Hoàn Kiếm,8.7,323,2.6, 1 đôi lớn,22,1285
hotel, Quận Hoàn Kiếm,8.7,323,2.6, 1 đôi lớn,22,1485
hotel, Quận Hoàn Kiếm,8.7,323,2.6, 1 đôi lớn,25,1575
hotel, Quận Hoàn Kiếm,8.7,323,2.6, 1 đôi lớn,30,2062
hotel, Quận Hoàn Kiếm,8.7,323,2.6, 2 đơn,30,2062
hotel, Quận Hoàn Kiếm,8.7,323,2.6, 1 đôi lớn,35,2362
hotel, Quận Hoàn Kiếm,8.7,323,2.6, 1 đôi lớn,60,2585
hotel, Quận Hoàn Kiếm,9.2,235,5.0, 1 đôi lớn,20,1251
hotel, Quận Hoàn Kiếm,9.2,235,5.0, 1 đôi cực lớn,25,1798
hotel, Quận Hoàn Kiếm,9.2,235,5.0, 1 đôi lớn,25,1668
hotel, Quận Hoàn Kiếm,8.5,166,2.8, 1 đôi cực lớn,19,1390
hotel, Quận Hoàn Kiếm,8.5,166,2.8, 2 đơn,20,2576
hotel, Quận Hoàn Kiếm,8.5,166,2.8, 1 đôi lớn,28,2602
hotel, Quận Hoàn Kiếm,8.5,166,2.8, 2 đơn,32,2361
hotel, Quận Hoàn Kiếm,8.5,166,2.8, 1 đôi,45,2910
hotel, Quận Hoàn Kiếm,8.5,166,2.8, 2 đơn,25,2939
hotel, Quận Hoàn Kiếm,9.0,395,2.0, 2 đơn,25,524
hotel, Quận Hoàn Kiếm,9.0,395,2.0, 1 đôi,20,575
hotel, Quận Hoàn Kiếm,9.0,395,2.0, 1 đơn,28,894
hotel, Quận Hoàn Kiếm,9.0,395,2.0, 1 đôi lớn,28,740
hotel, Quận Hoàn Kiếm,9.0,395,2.0, 1 sofa,23,1076
hotel, Quận Hoàn Kiếm,8.3,95,2.0, 1 đôi,25,797
hotel, Quận Hoàn Kiếm,8.3,95,2.0, 1 đôi,25,901
hotel, Quận Hoàn Kiếm,8.3,95,2.0, 1 đơn,35,1213
hotel, Quận Hoàn Kiếm,8.3,95,2.0, 1 đôi,40,1642
hotel, Quận Hoàn Kiếm,8.3,95,2.0, 1 đôi,40,1663
hotel, Quận Ba Đình,9.0,49,4.7, 1 đôi lớn,50,1737
hotel, Quận Ba Đình,9.0,49,4.7, 1 đôi lớn,60,2074
hotel, Quận Ba Đình,9.0,49,4.7, 1 đôi lớn,45,1904
hotel, Quận Ba Đình,9.4,226,4.4, 1 đôi lớn,18,560
hotel, Quận Ba Đình,9.4,226,4.4, 2 đôi lớn,22,630
hotel, Quận Ba Đình,9.4,226,4.4, 1 đôi lớn,22,699
hotel, Sóc Sơn,8.0,43,6.629310344827586, 1 đôi lớn,28,464
hotel, Sóc Sơn,8.0,43,6.629310344827586, 1 đôi lớn,30,468
hotel, Sóc Sơn,8.0,43,6.629310344827586, 1 đôi lớn,50,520
hotel, Sóc Sơn,8.0,43,6.629310344827586, 2 đôi lớn,35,612
hotel, Sóc Sơn,8.0,43,6.629310344827586, 1 đôi cực lớn,60,680
apartment, South Tu Liem District,8.8,26,7.7, 1 đôi lớn,35,408
apartment, South Tu Liem District,8.8,26,7.7, 1 đôi lớn,22,650
apartment, Quận Ba Đình,10.0,3,2.4, 1 đôi cực lớn,43,460
apartment, Quận Ba Đình,10.0,3,2.4, 1 đôi cực lớn,35,483
apartment, Quận Ba Đình,10.0,3,2.4, 1 đôi cực lớn,50,480
apartment, Quận Ba Đình,10.0,3,2.4, 1 đôi cực lớn,32,552
apartment, Quận Hoàn Kiếm,0.0,0,2.841800643086817, 1 đôi lớn,43,450
apartment, Cau Giay,8.0,19,6.042268041237113, 1 đôi lớn,46,522
apartment, Quận Tây Hồ,10.0,1,4.2, 1 đôi,43,750
apartment, Quận Tây Hồ,10.0,1,4.2, 1 đôi cực lớn,43,750
apartment, Quận Tây Hồ,10.0,1,4.2, 2 đơn,43,1500
apartment, Quận Ba Đình,8.5,132,2.6, 1 đôi cực lớn,17,366
apartment, Quận Ba Đình,8.5,132,2.6, 1 đôi cực lớn,18,497
apartment, Quận Ba Đình,8.5,132,2.6, 1 tầng,25,130
apartment, Quận Thanh Xuân,8.8,20,8.6, 2 đơn,43,1133
apartment, Quận Ba Đình,7.9,110,2.4, 1 sofa,43,423
apartment, Quận Ba Đình,7.9,110,2.4, 1 đôi,43,450
apartment, Quận Hai Bà Trưng,0.0,0,3.5823529411764703, 2 đôi cực lớn,43,400
apartment,Đường vành đai 3 Vinhomes Skylake,5.0,1,6.629310344827586, 1 đôi lớn,43,2500
apartment, Quận Hoàn Kiếm,9.5,37,2.7, 1 đôi lớn,43,799
apartment, Quận Hoàn Kiếm,8.1,7,2.0, 1 đôi,43,570
apartment, Quận Ba Đình,2.0,1,3.3749019607843134, 1 đôi lớn,43,700
apartment, Cau Giay,8.6,48,5.1, 1 đôi lớn,65,1242
apartment, Cau Giay,8.6,48,5.1, 1 đôi lớn,32,966
apartment, Cau Giay,0.0,0,8.6, 1 đôi lớn,43,1336
apartment, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,43,825
apartment, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,38,869
apartment, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,43,1210
apartment, Quận Tây Hồ,8.8,61,4.7, 1 đôi lớn,43,1375
apartment,Vinhomes Ocean Park,10.0,2,6.629310344827586, 1 đôi lớn,43,637
apartment,Vinhomes Ocean Park,10.0,2,6.629310344827586, 4 tầng,43,573
apartment,Vinhomes Ocean Park,10.0,2,6.629310344827586, 1 đôi cực lớn,43,745
apartment,Vinhomes Ocean Park,10.0,2,6.629310344827586, 1 đôi cực lớn,43,828
apartment,Vinhomes Ocean Park,10.0,2,6.629310344827586, 1 đôi cực lớn,43,662
apartment,Vinhomes Ocean Park,10.0,2,6.629310344827586, 3 đơn,43,800
apartment,52 Phạm Hùng 29,0.0,0,6.629310344827586, 2 đơn,43,1800
apartment, Quận Hai Bà Trưng,0.0,0,3.5823529411764703, 1 đôi cực lớn,43,400
apartment, Cau Giay,7.6,8,6.042268041237113, 1 đôi cực lớn,43,1080
apartment, Cau Giay,7.6,8,6.042268041237113, 1 đôi cực lớn,43,1125
apartment, Cau Giay,7.6,8,6.042268041237113, 1 đôi cực lớn,43,1350
apartment, Cau Giay,7.6,8,6.042268041237113, 1 đôi,43,1440
apartment, Cau Giay,7.6,8,6.042268041237113, 1 đôi cực lớn,43,1980
apartment, Quận Hoàn Kiếm,9.5,2,3.6, 2 đơn,43,1000
apartment, Quận Ba Đình,7.4,59,3.9, 1 đôi cực lớn,50,1170
apartment, Quận Ba Đình,7.4,59,3.9, 1 đôi cực lớn,19,756
apartment, Quận Ba Đình,7.4,59,3.9, 1 đôi lớn,25,873
apartment, Quận Ba Đình,7.4,59,3.9, 1 đôi cực lớn,30,963
apartment, Quận Hoàn Kiếm,8.7,213,2.841800643086817, 1 đôi lớn,25,2791
apartment, Quận Hoàn Kiếm,8.7,213,2.841800643086817, 2 đơn,25,3290
apartment, Quận Hoàn Kiếm,8.7,213,2.841800643086817, 1 đôi,30,4089
apartment, Quận Hoàn Kiếm,8.7,213,2.841800643086817, 1 đôi,30,4089
apartment, Quận Hoàn Kiếm,8.7,213,2.841800643086817, 1 đôi,56,4888
apartment, Quận Hoàn Kiếm,8.7,213,2.841800643086817, 2 đôi lớn,50,3689
apartment, Quận Hoàn Kiếm,8.7,213,2.841800643086817, 1 đôi lớn,50,4488
apartment,Phạm Hùng,0.0,0,6.629310344827586, 2 đôi cực lớn,43,1900
apartment, Quận Hai Bà Trưng,0.0,0,3.5823529411764703, 1 đôi cực lớn,43,400
apartment, Quận Hai Bà Trưng,7.2,4,4.9, 1 đôi lớn,43,1290
apartment, Quận Hai Bà Trưng,7.2,4,4.9, 1 đôi lớn,43,1421
apartment, Quận Hoàn Kiếm,8.5,5,2.841800643086817, 1 đôi lớn,58,1600
apartment, Quận Hoàn Kiếm,8.5,5,2.841800643086817, 1 đôi lớn,43,1900
apartment, Quận Hoàn Kiếm,8.0,3,2.841800643086817, 1 đôi,38,1400
apartment, Quận Long Biên,7.7,11,4.3, 2 đơn,22,900
apartment, Quận Long Biên,7.7,11,4.3, 1 đôi,25,1100
apartment,8 Đường Lê Đức Thọ,0.0,0,8.6, 2 đơn,43,1701
apartment,Phạm Hùng Vinhomes Skylake,9.0,11,7.4, 1 đơn,43,1600
apartment,Phạm Hùng Vinhomes Skylake,9.0,11,7.4, 2 đơn,43,1850
apartment, Quận Ba Đình,8.1,16,3.3749019607843134, 1 đôi cực lớn,50,900
apartment, Quận Ba Đình,8.1,16,3.3749019607843134, 1 đôi cực lớn,48,975
apartment, Cau Giay,8.0,1,6.3, 1 đôi lớn,40,1290
apartment, Cau Giay,8.0,1,6.3, 1 đôi lớn,43,1740
apartment, Cau Giay,8.0,1,6.3, 2 đơn,43,2290
apartment, Quận Tây Hồ,8.0,32,5.1, 1 đôi cực lớn,35,420
apartment, Quận Tây Hồ,8.0,32,5.1, 1 đôi cực lớn,43,450
apartment, Quận Tây Hồ,8.0,32,5.1, 1 đơn,43,480
apartment, Quận Tây Hồ,8.0,32,5.1, 1 đôi lớn,43,520
apartment, Quận Đống Đa,9.0,3,3.283333333333333, 1 đôi,43,1620
apartment, Cau Giay,8.8,177,6.8, 2 đơn,43,468
apartment, Cau Giay,8.8,177,6.8, 1 đôi,43,585
apartment, Quận Tây Hồ,8.9,105,4.7, 2 đơn,43,2625
apartment, Quận Tây Hồ,8.9,105,4.7, 2 đơn,43,3047
apartment, Quận Tây Hồ,8.9,105,4.7, 2 đơn,43,2625
apartment, Quận Tây Hồ,8.9,105,4.7, 1 đôi,43,3047
apartment, Quận Tây Hồ,7.5,12,4.572727272727271, 1 đơn,43,715
apartment, Cau Giay,0.0,0,6.4, 1 đôi cực lớn,43,1080
apartment, Cau Giay,0.0,0,6.4, 2 đơn,43,1980
apartment, Cau Giay,0.0,0,6.4, 2 đơn,43,1440
apartment, Cau Giay,7.3,17,7.4, 2 đơn,55,3524
apartment, Cau Giay,7.3,17,7.4, 2 đơn,33,4146
apartment, Cau Giay,7.3,17,7.4, 1 đôi cực lớn,36,1757
apartment, Cau Giay,7.3,17,7.4, 2 đơn,44,2067
apartment, Cau Giay,7.3,17,7.4, 2 đơn,70,2248
apartment, Cau Giay,7.3,17,7.4, 1 đôi cực lớn,77,2644
apartment, Quận Hai Bà Trưng,7.7,3,5.3, 1 đôi cực lớn,43,1470
apartment, Quận Hai Bà Trưng,7.7,3,5.3, 1 đôi lớn,43,1470
apartment, Quận Hai Bà Trưng,7.7,3,5.3, 1 đơn,43,1470
apartment, Quận Hai Bà Trưng,7.7,3,5.3, 3 đơn,43,1470
apartment, Quận Hai Bà Trưng,7.7,3,5.3, 1 đôi,43,1470
apartment, Quận Hai Bà Trưng,7.7,3,5.3, 1 đôi lớn,43,1960
apartment, Quận Hoàn Kiếm,0.0,0,2.841800643086817, 3 đơn,43,366
apartment, Cau Giay,0.0,0,6.042268041237113, 1 đôi lớn,43,1377
apartment, Cau Giay,0.0,0,6.042268041237113, 1 đôi lớn,43,1458
apartment, Quận Thanh Xuân,10.0,4,6.629310344827586, 2 đơn,43,1200
